time joint_0 joint_1 joint_2 joint_3 joint_4 joint_5 joint_6 joint_7 joint_8 joint_9 joint_10 joint_11 joint_12 joint_13 joint_14 joint_15 joint_16 joint_17 joint_18 joint_19
4.166667 0.158359 0.121868 0.673895 -0.805027 0.418821 0.305300 -0.233441 0.410771 -0.593192 0.162453 0.181972 -0.032697 -0.209884 2.375461 0.170272 0.226696 0.132756 -0.378503 2.187011 0.131953
4.200000 0.168743 0.117863 0.666329 -0.807171 0.418568 0.298992 -0.229522 0.398435 -0.588772 0.171906 0.214901 -0.021719 -0.210867 2.396349 0.194616 0.261353 0.134559 -0.372323 2.186629 0.121048
4.233333 0.180362 0.114625 0.666407 -0.807781 0.416868 0.285511 -0.226993 0.403386 -0.591397 0.170047 0.244763 -0.014493 -0.212892 2.408527 0.181680 0.296618 0.130840 -0.370556 2.190858 0.119879
4.266667 0.196815 0.108912 0.665759 -0.798959 0.411565 0.262273 -0.222775 0.409025 -0.586953 0.174135 0.258764 -0.018396 -0.207647 2.426005 0.187029 0.325588 0.123536 -0.371888 2.196525 0.119575
4.300000 0.212286 0.104671 0.666388 -0.793849 0.410256 0.253312 -0.220675 0.419708 -0.595972 0.168567 0.262373 -0.025257 -0.200934 2.436756 0.176422 0.341068 0.116997 -0.374309 2.203207 0.120422
4.333333 0.224938 0.101625 0.670575 -0.797412 0.406704 0.245042 -0.217546 0.429904 -0.608312 0.168289 0.260489 -0.036016 -0.203924 2.439366 0.186866 0.344032 0.108652 -0.373442 2.207977 0.115533
4.366667 0.227200 0.098630 0.681490 -0.810086 0.397775 0.234398 -0.212585 0.445831 -0.624839 0.173209 0.251945 -0.049156 -0.211711 2.427517 0.199741 0.338771 0.103425 -0.372430 2.204567 0.113665
4.400000 0.220235 0.099057 0.703179 -0.842675 0.384308 0.227278 -0.208092 0.465897 -0.655888 0.184434 0.231973 -0.069289 -0.224530 2.408802 0.248775 0.317358 0.097630 -0.362717 2.196597 0.121469
4.433333 0.200699 0.096516 0.733130 -0.887309 0.366170 0.217691 -0.201413 0.495827 -0.695060 0.198733 0.214569 -0.076664 -0.237639 2.385566 0.269714 0.288910 0.096649 -0.356506 2.187889 0.136878
4.466667 0.188148 0.072374 0.816096 -0.976177 0.356531 0.204069 -0.184757 0.604414 -0.823815 0.243936 0.217342 -0.084555 -0.240554 2.376144 0.268335 0.270335 0.104578 -0.364983 2.185879 0.156778
4.500000 0.183463 0.082776 0.786858 -0.933504 0.340281 0.197043 -0.184661 0.555152 -0.749906 0.218261 0.206429 -0.069677 -0.242987 2.375173 0.266323 0.228412 0.083641 -0.356074 2.189170 0.174525
4.533333 0.201164 0.058079 0.858399 -0.984805 0.365763 0.184959 -0.173221 0.658472 -0.872148 0.260668 0.235278 -0.074957 -0.218271 2.396723 0.268555 0.240140 0.094986 -0.353505 2.196983 0.179347
4.566667 0.228256 0.077758 0.763120 -0.871069 0.381716 0.191974 -0.174851 0.541101 -0.750844 0.222352 0.229058 -0.068963 -0.220784 2.416416 0.277353 0.224157 0.092875 -0.332106 2.211128 0.185430
4.600000 0.268807 0.076093 0.719140 -0.777801 0.396631 0.183464 -0.169811 0.509829 -0.715832 0.212760 0.246707 -0.052911 -0.197970 2.441776 0.243689 0.251698 0.101458 -0.321022 2.233133 0.180329
4.633333 0.303773 0.068409 0.692050 -0.693573 0.391156 0.170268 -0.164003 0.504904 -0.704135 0.207008 0.259204 -0.031237 -0.199752 2.460781 0.234532 0.281866 0.109775 -0.317604 2.254431 0.190372
4.666667 0.331115 0.059855 0.675650 -0.636152 0.357599 0.156956 -0.156569 0.503211 -0.700666 0.205882 0.255217 -0.009535 -0.225559 2.460198 0.241555 0.290643 0.112086 -0.308160 2.266011 0.174706
4.700000 0.333236 0.056482 0.668513 -0.641802 0.340403 0.139814 -0.145348 0.508683 -0.715670 0.215478 0.241266 0.001663 -0.256021 2.440182 0.242917 0.270056 0.105368 -0.298576 2.258962 0.168957
4.733333 0.347519 0.041602 0.674036 -0.668403 0.351323 0.127992 -0.136545 0.525858 -0.742669 0.226622 0.232144 -0.002445 -0.266170 2.433304 0.222038 0.233544 0.098136 -0.290124 2.245501 0.169051
4.766667 0.368389 -0.005157 0.762562 -0.737593 0.360654 0.104811 -0.123967 0.656468 -0.867911 0.269931 0.270342 -0.015432 -0.231942 2.449148 0.224794 0.229219 0.090400 -0.295070 2.224457 0.168288
4.800000 0.383501 -0.013312 0.712975 -0.675052 0.335082 0.086830 -0.113184 0.624203 -0.829458 0.260726 0.281372 -0.037610 -0.195722 2.457504 0.289209 0.174247 0.075368 -0.283614 2.209708 0.173051
4.833333 0.386043 -0.014154 0.705381 -0.745327 0.390291 0.088064 -0.103620 0.617721 -0.888452 0.296085 0.291387 -0.043543 -0.176014 2.458923 0.272845 0.100626 0.055248 -0.255828 2.207855 0.178306
4.866667 0.392003 -0.028837 0.695992 -0.764772 0.403930 0.068188 -0.090459 0.625959 -0.924037 0.320867 0.305838 -0.017131 -0.161878 2.463457 0.206048 0.081342 0.046374 -0.258157 2.214514 0.178326
4.900000 0.392797 -0.041669 0.720315 -0.835380 0.435787 0.064838 -0.081154 0.657988 -1.002375 0.359821 0.300545 0.020683 -0.191311 2.444451 0.170339 0.089450 0.042998 -0.266482 2.220579 0.180934
4.933333 0.382467 -0.038725 0.694494 -0.841763 0.451427 0.072019 -0.073036 0.635339 -1.008779 0.373423 0.269822 0.029392 -0.233875 2.409066 0.185469 0.130763 0.054830 -0.270841 2.233245 0.155272
4.966667 0.373371 -0.039435 0.691866 -0.863968 0.464853 0.085906 -0.066325 0.628940 -1.025805 0.387185 0.246447 0.012841 -0.242156 2.402343 0.194563 0.229496 0.082914 -0.286226 2.248022 0.100004
5.000000 0.342111 -0.028186 0.683292 -0.873712 0.474081 0.117253 -0.068445 0.605718 -1.017546 0.389855 0.235160 -0.019134 -0.202675 2.406196 0.174643 0.360528 0.110601 -0.301777 2.264032 0.053410
5.033333 0.312670 -0.032654 0.710818 -0.867893 0.464754 0.150008 -0.075482 0.626604 -1.009307 0.381652 0.256974 -0.059055 -0.146476 2.428777 0.255659 0.528232 0.117284 -0.324918 2.276618 -0.029844
5.066667 0.258702 -0.009149 0.683567 -0.837782 0.463284 0.220711 -0.090063 0.568035 -0.947159 0.355666 0.269919 -0.072262 -0.158436 2.431586 0.266054 0.659501 0.145885 -0.330109 2.281764 -0.095789
5.100000 0.197768 0.016387 0.666304 -0.831260 0.476567 0.298042 -0.104654 0.516564 -0.906677 0.340738 0.285767 -0.042678 -0.188189 2.436945 0.219816 0.801799 0.190853 -0.341022 2.253087 -0.156512
5.133333 0.125799 0.040351 0.650331 -0.831431 0.492416 0.383657 -0.116732 0.469716 -0.874422 0.326896 0.296816 -0.033434 -0.239025 2.438167 0.227060 0.938153 0.246988 -0.355293 2.181455 -0.191597
5.166667 0.049048 0.066088 0.636473 -0.826900 0.496480 0.461437 -0.130132 0.425407 -0.837825 0.303899 0.314788 -0.015427 -0.307632 2.434422 0.219916 1.071995 0.302509 -0.381027 2.062872 -0.222775
5.200000 -0.020182 0.083441 0.618071 -0.825098 0.503612 0.528338 -0.136929 0.385735 -0.812093 0.284956 0.319154 -0.035838 -0.321674 2.437906 0.246327 1.203373 0.360617 -0.416335 1.886343 -0.222360
5.233333 -0.071765 0.094505 0.614121 -0.829243 0.504924 0.576704 -0.143594 0.370225 -0.805386 0.258926 0.326281 -0.040549 -0.336132 2.424126 0.216414 1.332964 0.398076 -0.475829 1.666505 -0.193723
5.266667 -0.112494 0.105065 0.605309 -0.837462 0.510500 0.601176 -0.146518 0.358016 -0.807706 0.223850 0.322258 -0.063544 -0.348216 2.409945 0.218408 1.454039 0.416676 -0.549472 1.406960 -0.154284
5.300000 -0.142326 0.109805 0.598298 -0.843015 0.516299 0.600368 -0.146814 0.357777 -0.819989 0.192808 0.319683 -0.073649 -0.351348 2.403976 0.197380 1.571100 0.431832 -0.637174 1.143153 -0.156535
5.333333 -0.166253 0.109003 0.621337 -0.888352 0.533709 0.582678 -0.145396 0.396350 -0.888703 0.177881 0.327916 -0.079881 -0.360222 2.395614 0.185571 1.635277 0.453627 -0.723904 0.961907 -0.140396
5.366667 -0.196746 0.118436 0.600469 -0.871704 0.534288 0.562568 -0.148291 0.388484 -0.883349 0.132267 0.328881 -0.080438 -0.382981 2.402594 0.201080 1.601619 0.511408 -0.750691 1.000046 -0.187307
5.400000 -0.222433 0.127898 0.567650 -0.843302 0.538378 0.538677 -0.149554 0.368010 -0.867193 0.088842 0.325557 -0.075071 -0.382319 2.419067 0.204927 1.487817 0.594622 -0.690505 1.205236 -0.200816
5.433333 -0.252033 0.131970 0.546157 -0.828192 0.542271 0.517546 -0.148083 0.358143 -0.862509 0.053075 0.321834 -0.078868 -0.381412 2.426921 0.209723 1.329388 0.664854 -0.582159 1.456255 -0.169250
5.466667 -0.287488 0.135935 0.523825 -0.820800 0.555840 0.516523 -0.148644 0.344230 -0.861867 0.030895 0.319790 -0.085515 -0.385503 2.425317 0.240334 1.179150 0.727819 -0.440901 1.682480 -0.236786
5.500000 -0.316455 0.139144 0.503900 -0.809879 0.565116 0.536630 -0.150548 0.326180 -0.847941 0.010489 0.315700 -0.090783 -0.381114 2.424094 0.239317 1.055080 0.769753 -0.317764 1.864095 -0.278283
5.533333 -0.340633 0.140082 0.504033 -0.820863 0.574591 0.560169 -0.151364 0.325990 -0.854560 0.001111 0.320570 -0.086689 -0.385767 2.421208 0.246196 1.000201 0.795776 -0.272887 1.964705 -0.260108
5.566667 -0.352468 0.138689 0.521994 -0.850573 0.588827 0.573549 -0.152497 0.344586 -0.883867 0.003597 0.319004 -0.087563 -0.386547 2.418315 0.244229 1.040435 0.798598 -0.290977 1.957623 -0.246925
5.600000 -0.362561 0.141178 0.528476 -0.864997 0.596344 0.582744 -0.156663 0.351016 -0.894209 -0.003119 0.320400 -0.084194 -0.396448 2.416082 0.243338 1.159878 0.799243 -0.365593 1.815944 -0.263815
5.633333 -0.360925 0.142117 0.542198 -0.881974 0.596237 0.585426 -0.158235 0.364125 -0.908073 -0.011103 0.322522 -0.078419 -0.399360 2.418994 0.229434 1.353513 0.781185 -0.515516 1.533955 -0.221913
5.666667 -0.354502 0.139839 0.557587 -0.898961 0.594964 0.587127 -0.157767 0.381017 -0.926038 -0.017859 0.324572 -0.080842 -0.402338 2.414216 0.212669 1.582993 0.735718 -0.708217 1.140061 -0.157191
5.700000 -0.344547 0.137067 0.577392 -0.915763 0.590107 0.587355 -0.158539 0.399867 -0.942297 -0.025656 0.328220 -0.087333 -0.402975 2.408541 0.211576 1.789186 0.683150 -0.899419 0.752658 -0.170192
5.733333 -0.344738 0.140088 0.597553 -0.926871 0.586919 0.592664 -0.165353 0.416711 -0.949731 -0.032406 0.344289 -0.083274 -0.411391 2.412684 0.213263 1.795698 0.657781 -0.939818 0.675759 -0.133991
5.766667 -0.348703 0.141416 0.553142 -0.872599 0.570966 0.603734 -0.163142 0.372601 -0.891628 -0.058127 0.331934 -0.078742 -0.405176 2.418426 0.201936 1.636185 0.690557 -0.769520 0.894681 -0.102529
5.800000 -0.351371 0.135101 0.522232 -0.842509 0.568309 0.611301 -0.153988 0.348680 -0.867091 -0.063711 0.311986 -0.084191 -0.394239 2.419699 0.217147 1.404671 0.707030 -0.588631 1.209594 -0.094736
5.833333 -0.349538 0.124912 0.508539 -0.833256 0.569632 0.612773 -0.141415 0.344206 -0.869995 -0.048266 0.284946 -0.095434 -0.396861 2.422102 0.243572 1.174107 0.701247 -0.447773 1.523523 -0.116041
5.866667 -0.337866 0.111500 0.507646 -0.826402 0.570019 0.610197 -0.131202 0.351362 -0.877441 -0.020332 0.275754 -0.092292 -0.381850 2.425347 0.255864 0.966565 0.664252 -0.334905 1.794353 -0.142116
5.900000 -0.313014 0.100823 0.508282 -0.808402 0.563202 0.611337 -0.123990 0.356481 -0.871562 0.009420 0.268254 -0.092150 -0.361630 2.437387 0.256749 0.786382 0.583312 -0.277113 2.021133 -0.109965
5.933333 -0.285929 0.085465 0.513875 -0.794428 0.551071 0.622900 -0.114235 0.366481 -0.864925 0.042437 0.263058 -0.096484 -0.352685 2.454339 0.260881 0.645059 0.489966 -0.262619 2.212192 -0.017484
5.966667 -0.247422 0.063869 0.505635 -0.761060 0.533437 0.635441 -0.099049 0.368405 -0.844469 0.078019 0.251715 -0.108989 -0.338883 2.479400 0.282508 0.562260 0.398852 -0.247787 2.305008 -0.017527
6.000000 -0.212744 0.045910 0.519415 -0.753566 0.526089 0.644819 -0.093775 0.391723 -0.848820 0.123820 0.257687 -0.120890 -0.322287 2.504012 0.289016 0.498625 0.289345 -0.259218 2.357404 0.048260
6.033333 -0.167313 0.032981 0.505589 -0.710008 0.504895 0.626141 -0.088142 0.387250 -0.816697 0.149024 0.259832 -0.129099 -0.326138 2.528749 0.323747 0.442354 0.178884 -0.317456 2.400320 0.223550
6.066667 -0.104251 0.016232 0.489430 -0.663328 0.477055 0.570732 -0.076302 0.389661 -0.794386 0.167230 0.264059 -0.116337 -0.328329 2.556377 0.374341 0.409842 0.106140 -0.359442 2.412184 0.213927
6.100000 -0.040339 0.002121 0.556929 -0.692450 0.468261 0.502871 -0.082063 0.462011 -0.835359 0.203382 0.300695 -0.091712 -0.329736 2.570000 0.381906 0.407017 0.065109 -0.391493 2.413179 0.165704
6.133333 0.014952 -0.009337 0.606027 -0.710158 0.454080 0.442990 -0.084887 0.513547 -0.859849 0.231740 0.306914 -0.087383 -0.326935 2.570000 0.365042 0.381070 0.021601 -0.429587 2.415041 0.207767
6.166667 0.033209 -0.004035 0.614972 -0.691381 0.438002 0.430746 -0.095886 0.507671 -0.827006 0.244319 0.264618 -0.107038 -0.367800 2.569106 0.373831 0.333763 0.010296 -0.404473 2.418755 0.236607
6.200000 0.077562 -0.009722 0.643454 -0.689513 0.418925 0.383383 -0.098416 0.532239 -0.822906 0.264031 0.219899 -0.121031 -0.347041 2.539944 0.368560 0.317331 -0.001006 -0.410922 2.398224 0.231207
6.233333 0.117628 -0.016503 0.662790 -0.676967 0.396977 0.342671 -0.099410 0.554206 -0.819119 0.280620 0.154010 -0.119201 -0.309345 2.506541 0.401290 0.305752 -0.001607 -0.429260 2.387354 0.230124
6.266667 0.144562 -0.018496 0.678922 -0.667532 0.380664 0.310158 -0.100888 0.569276 -0.807300 0.284604 0.086545 -0.124757 -0.237316 2.487270 0.401621 0.302823 -0.009397 -0.440942 2.392367 0.259801
6.300000 0.161279 -0.029969 0.693632 -0.661180 0.361549 0.286208 -0.094498 0.599498 -0.818549 0.286370 0.023019 -0.112845 -0.161475 2.480195 0.439779 0.302209 -0.014840 -0.431392 2.369973 0.225614
6.333333 0.152221 -0.041895 0.685521 -0.642248 0.354176 0.287455 -0.081926 0.620480 -0.831598 0.288027 -0.013595 -0.094749 -0.111847 2.490402 0.454784 0.299660 0.004808 -0.422312 2.378535 0.209004
6.366667 0.171239 -0.063700 0.679619 -0.621680 0.341649 0.272826 -0.064064 0.655810 -0.859986 0.283637 -0.008406 -0.030465 -0.048582 2.526338 0.425281 0.315100 0.016063 -0.431599 2.373174 0.208932
6.400000 0.255455 -0.068710 0.684004 -0.619393 0.330604 0.185635 -0.061961 0.681306 -0.887277 0.280155 0.006813 0.041511 0.073440 2.570000 0.376666 0.349098 -0.000919 -0.486252 2.364686 0.203811
6.433333 0.281596 -0.082642 0.676023 -0.610611 0.317605 0.160759 -0.050036 0.698271 -0.909112 0.279222 0.101979 0.146215 0.097407 2.570000 0.292353 0.364927 -0.009606 -0.502307 2.350578 0.189243
6.466667 0.303906 -0.096865 0.670312 -0.598888 0.306475 0.139497 -0.037645 0.713801 -0.921160 0.280268 0.232879 0.269234 0.103328 2.570000 0.129780 0.387884 -0.015947 -0.517250 2.343389 0.176434
6.500000 0.321960 -0.106139 0.666502 -0.586688 0.297857 0.121327 -0.028793 0.724390 -0.921598 0.278884 0.376750 0.371913 0.056092 2.570000 0.019860 0.412562 -0.022971 -0.529048 2.341046 0.178891
6.533333 0.339951 -0.113627 0.647922 -0.566777 0.289134 0.100784 -0.019835 0.717903 -0.915751 0.281908 0.510666 0.439995 -0.019170 2.539535 -0.046597 0.429913 -0.038631 -0.537176 2.328940 0.176686
6.566667 0.362224 -0.128384 0.614533 -0.518278 0.261402 0.080596 -0.006940 0.707833 -0.902709 0.279345 0.647891 0.490531 -0.096517 2.407401 -0.105998 0.451259 -0.039058 -0.537582 2.318750 0.169248
6.600000 0.383383 -0.140491 0.594924 -0.509167 0.247482 0.062294 0.008212 0.708343 -0.917824 0.283650 0.757995 0.532444 -0.162456 2.156588 -0.170143 0.464693 -0.036786 -0.538672 2.308081 0.166580
6.633333 0.396754 -0.149458 0.586220 -0.525482 0.244273 0.041668 0.025324 0.716750 -0.951715 0.297308 0.862411 0.571091 -0.225863 1.848806 -0.235225 0.468964 -0.040506 -0.534883 2.304435 0.159955
6.666667 0.409837 -0.159784 0.600852 -0.573722 0.251480 0.022421 0.037780 0.736701 -1.001801 0.319861 0.959429 0.620982 -0.315687 1.589418 -0.240515 0.467998 -0.045958 -0.535142 2.308485 0.159006
6.700000 0.423970 -0.176630 0.588738 -0.549432 0.229943 0.004645 0.053576 0.751383 -1.009787 0.318130 1.007724 0.666177 -0.378425 1.515937 -0.286972 0.482524 -0.039723 -0.538174 2.312123 0.162107
6.733333 0.443921 -0.189666 0.587521 -0.535565 0.215768 -0.019283 0.065473 0.768138 -1.014955 0.316449 0.979173 0.709469 -0.377224 1.637207 -0.352597 0.490518 -0.040814 -0.542771 2.320756 0.175102
6.766667 0.463272 -0.194436 0.575511 -0.520280 0.205518 -0.041623 0.075584 0.767249 -1.009409 0.313590 0.903402 0.739032 -0.353460 1.833098 -0.226680 0.479896 -0.046759 -0.543177 2.318281 0.188929
6.800000 0.482818 -0.195091 0.570679 -0.508874 0.193137 -0.061845 0.078762 0.766771 -1.001214 0.307340 0.835270 0.779058 -0.318659 2.028124 -0.251521 0.468669 -0.047785 -0.544531 2.316554 0.197615
6.833333 0.502190 -0.193480 0.590712 -0.528861 0.188154 -0.083338 0.074455 0.779093 -1.015672 0.311464 0.766736 0.828662 -0.269904 2.194049 -0.322328 0.462934 -0.046191 -0.535359 2.313676 0.191786
6.866667 0.511427 -0.195849 0.594889 -0.534199 0.188190 -0.093912 0.077104 0.784691 -1.018576 0.312110 0.703168 0.842418 -0.229384 2.322812 -0.257598 0.463451 -0.039978 -0.536565 2.317437 0.198048
6.900000 0.523862 -0.190130 0.613721 -0.575397 0.206701 -0.109328 0.073472 0.790706 -1.038212 0.320975 0.670544 0.861110 -0.181895 2.366210 -0.284649 0.460804 -0.038000 -0.540617 2.323950 0.201123
6.933333 0.533689 -0.185979 0.623820 -0.600100 0.215489 -0.120276 0.069940 0.790334 -1.048993 0.327533 0.674780 0.851925 -0.163147 2.314800 -0.266606 0.461411 -0.033786 -0.538666 2.324580 0.200497
6.966667 0.536404 -0.176327 0.628300 -0.621496 0.224380 -0.124809 0.061934 0.782398 -1.057330 0.331850 0.720016 0.848019 -0.173797 2.172567 -0.321208 0.459202 -0.029995 -0.536790 2.321237 0.201084
7.000000 0.532780 -0.163843 0.615144 -0.610265 0.215133 -0.122987 0.052798 0.761232 -1.045260 0.327217 0.823088 0.831369 -0.237448 1.924729 -0.341457 0.454756 -0.023959 -0.530582 2.315421 0.193354
7.033333 0.525962 -0.155129 0.622354 -0.627780 0.213724 -0.121760 0.043901 0.756423 -1.054896 0.330399 0.951838 0.800462 -0.307559 1.613725 -0.343785 0.455383 -0.017282 -0.517304 2.300286 0.183066
7.066667 0.526158 -0.151661 0.612961 -0.602573 0.201417 -0.121023 0.035976 0.748782 -1.041389 0.326190 1.048897 0.781955 -0.341008 1.417318 -0.434190 0.469585 -0.003408 -0.513652 2.298049 0.178383
7.100000 0.535517 -0.152706 0.616299 -0.588761 0.195820 -0.131802 0.033187 0.755471 -1.031282 0.319402 1.031834 0.770976 -0.299248 1.494894 -0.449395 0.489368 0.007522 -0.510039 2.304416 0.171333
7.133333 0.547813 -0.150512 0.616562 -0.576816 0.190933 -0.145536 0.031021 0.755681 -1.016893 0.308936 0.961101 0.770774 -0.242435 1.683326 -0.353392 0.482265 0.005927 -0.518706 2.314662 0.166201
7.166667 0.556464 -0.146293 0.610273 -0.568075 0.194873 -0.149828 0.028663 0.745522 -0.999795 0.304627 0.901427 0.777180 -0.213359 1.880150 -0.369058 0.463204 0.010370 -0.524857 2.320769 0.196696
7.200000 0.556047 -0.141575 0.607615 -0.565723 0.202447 -0.146444 0.025349 0.736265 -0.986764 0.304070 0.849356 0.791896 -0.191358 2.080695 -0.465378 0.444088 0.025003 -0.517201 2.328465 0.193157
7.233333 0.558673 -0.140160 0.625125 -0.597503 0.222897 -0.147915 0.023469 0.741512 -0.996695 0.313007 0.793908 0.802325 -0.168499 2.274381 -0.457661 0.429883 0.046755 -0.506867 2.338134 0.187691
7.266667 0.559884 -0.138630 0.628257 -0.605641 0.233227 -0.148083 0.022155 0.740495 -0.997404 0.317507 0.765171 0.787087 -0.168259 2.419065 -0.385567 0.418035 0.064967 -0.496583 2.339131 0.197334
7.300000 0.565386 -0.137505 0.625421 -0.611870 0.248132 -0.149712 0.020531 0.732324 -0.995645 0.320297 0.754692 0.754785 -0.142302 2.484973 -0.406793 0.400290 0.074904 -0.478132 2.342216 0.192638
7.333333 0.562089 -0.134554 0.623566 -0.623047 0.261454 -0.142973 0.017594 0.722706 -0.997137 0.325309 0.752635 0.724307 -0.130483 2.390255 -0.385878 0.379491 0.092000 -0.460947 2.342118 0.203007
7.366667 0.554745 -0.133069 0.608044 -0.608106 0.262628 -0.133694 0.016671 0.709409 -0.989317 0.325396 0.764001 0.712681 -0.109880 2.134690 -0.465579 0.353924 0.108177 -0.445568 2.335961 0.200622
7.400000 0.543830 -0.131526 0.610749 -0.625928 0.264888 -0.121604 0.013465 0.702957 -0.998356 0.330617 0.798218 0.702022 -0.123634 1.828791 -0.466458 0.316076 0.112878 -0.423372 2.326491 0.192917
7.433333 0.538835 -0.133511 0.627672 -0.644243 0.269422 -0.118667 0.009472 0.709550 -1.006159 0.337519 0.809234 0.698901 -0.120803 1.715724 -0.521885 0.292254 0.119571 -0.401259 2.328286 0.178141
7.466667 0.537912 -0.140806 0.650742 -0.657442 0.279530 -0.113598 0.008449 0.729922 -1.009276 0.337891 0.751589 0.694874 -0.075798 1.814222 -0.563196 0.277710 0.130090 -0.377420 2.338205 0.144183
7.500000 0.541779 -0.140779 0.656232 -0.664554 0.291140 -0.115582 0.010451 0.733019 -1.004535 0.335932 0.649776 0.645469 -0.005383 1.963068 -0.426899 0.247620 0.125679 -0.372232 2.339103 0.123643
7.533333 0.531679 -0.139027 0.645876 -0.659370 0.312086 -0.099592 0.012859 0.720382 -0.990833 0.333338 0.561017 0.545308 0.034443 2.103494 -0.312455 0.211583 0.129686 -0.366647 2.340491 0.096064
7.566667 0.502681 -0.126732 0.631645 -0.651446 0.337324 -0.069049 0.004862 0.695822 -0.968644 0.331881 0.470080 0.442338 0.028299 2.226230 -0.186663 0.189690 0.130539 -0.329235 2.353386 0.037173
7.600000 0.466649 -0.119650 0.617989 -0.635145 0.355296 -0.031687 -0.000488 0.674981 -0.944692 0.326278 0.382242 0.335768 -0.025667 2.308830 0.016533 0.199981 0.142794 -0.313926 2.370744 -0.019644
7.633333 0.434085 -0.112091 0.630735 -0.658842 0.372721 0.002321 -0.009104 0.665257 -0.941328 0.327162 0.296811 0.251879 -0.076547 2.370608 0.196365 0.247128 0.145354 -0.317107 2.394119 -0.022971
7.666667 0.383748 -0.091721 0.631325 -0.670203 0.390966 0.041095 -0.024682 0.642226 -0.925436 0.319863 0.217331 0.162971 -0.134832 2.384492 0.324748 0.320848 0.143838 -0.310767 2.414141 -0.054210
7.700000 0.337722 -0.073794 0.629909 -0.681644 0.410656 0.087317 -0.038755 0.618160 -0.909334 0.308886 0.160859 0.088258 -0.168230 2.403116 0.396937 0.432925 0.152339 -0.310227 2.432919 -0.095958
7.733333 0.294004 -0.056943 0.636201 -0.707107 0.425438 0.142059 -0.053753 0.595918 -0.906820 0.304142 0.116187 0.015123 -0.180822 2.405595 0.384175 0.557813 0.171269 -0.313162 2.435988 -0.159370
7.766667 0.235034 -0.030934 0.628449 -0.727769 0.448072 0.208567 -0.070599 0.558694 -0.892757 0.291575 0.076218 -0.038242 -0.213261 2.399765 0.446186 0.703590 0.182256 -0.321521 2.425931 -0.215122
7.800000 0.175276 -0.007616 0.626349 -0.746101 0.462061 0.270263 -0.085217 0.532441 -0.885086 0.271093 0.060725 -0.079593 -0.233583 2.407001 0.525564 0.869709 0.208291 -0.348276 2.378747 -0.275184
7.833333 0.111619 0.016258 0.646166 -0.787269 0.489498 0.333170 -0.104519 0.524072 -0.897664 0.258311 0.074092 -0.099656 -0.250640 2.417187 0.496005 1.039554 0.243781 -0.388721 2.287189 -0.337649
7.866667 0.046469 0.038179 0.656554 -0.812316 0.504897 0.385142 -0.119512 0.512804 -0.898884 0.232597 0.096188 -0.102211 -0.275934 2.424603 0.490171 1.200270 0.282350 -0.447531 2.124517 -0.351586
7.900000 -0.008265 0.057673 0.653506 -0.825806 0.517819 0.434520 -0.131250 0.488886 -0.888173 0.201279 0.124702 -0.097856 -0.294942 2.431863 0.482161 1.354555 0.324378 -0.520770 1.871588 -0.364005
7.933333 -0.054092 0.076389 0.648621 -0.836438 0.531097 0.462897 -0.141940 0.465493 -0.877946 0.177510 0.150577 -0.088950 -0.302566 2.437134 0.440451 1.511761 0.349277 -0.619383 1.553282 -0.361722
7.966667 -0.086426 0.089428 0.661711 -0.846736 0.529004 0.467890 -0.153632 0.470673 -0.879991 0.143225 0.168008 -0.101999 -0.297612 2.430333 0.436148 1.679907 0.350892 -0.740901 1.200839 -0.364232
8.000000 -0.103899 0.101445 0.661738 -0.857821 0.532240 0.466682 -0.158250 0.465285 -0.885893 0.116844 0.177360 -0.106637 -0.296192 2.436166 0.416244 1.779487 0.327991 -0.872149 0.904658 -0.335048
8.033333 -0.131053 0.116922 0.656520 -0.860988 0.534515 0.474650 -0.166102 0.456278 -0.883621 0.091694 0.192619 -0.108552 -0.288569 2.435946 0.395841 1.762449 0.345719 -0.924743 0.834600 -0.295644
8.066667 -0.162757 0.132149 0.625053 -0.837162 0.528397 0.495078 -0.170691 0.417569 -0.844443 0.052098 0.198205 -0.104317 -0.288985 2.451970 0.404551 1.704125 0.433063 -0.890553 0.963453 -0.342968
8.100000 -0.195436 0.143957 0.587613 -0.813784 0.530636 0.526302 -0.174476 0.373853 -0.804055 0.021356 0.200738 -0.104011 -0.291042 2.462979 0.430826 1.589193 0.526078 -0.781083 1.181481 -0.324953
8.133333 -0.221899 0.153837 0.554405 -0.800631 0.537098 0.552798 -0.176586 0.330294 -0.767585 -0.009075 0.201818 -0.095946 -0.290434 2.477951 0.391088 1.450792 0.590167 -0.643618 1.413058 -0.341689
8.166667 -0.244106 0.157915 0.523206 -0.786003 0.546630 0.585108 -0.175456 0.295244 -0.741352 -0.024186 0.203060 -0.091685 -0.289648 2.482460 0.381946 1.332228 0.630706 -0.510605 1.598821 -0.389144
8.200000 -0.265622 0.162585 0.508662 -0.790493 0.555487 0.606211 -0.176269 0.276518 -0.732418 -0.038385 0.206524 -0.088764 -0.292821 2.482099 0.389916 1.253054 0.651854 -0.408081 1.734315 -0.414717
8.233333 -0.284407 0.166588 0.507110 -0.805459 0.567810 0.626403 -0.177114 0.274654 -0.740399 -0.047599 0.214701 -0.087429 -0.301102 2.482121 0.389246 1.240025 0.653685 -0.354911 1.786036 -0.443338
